CODAUTO	CPRO	CMUN	DC	NOMBRE 
09	08	238	4	Sant Quirze del Vallès
09	08	239	7	Sant Quirze Safaja
09	25	194	5	Sant Ramon
09	08	240	1	Sant Sadurní d'Anoia
09	08	241	8	Sant Sadurní d'Osormort
09	08	098	3	Sant Salvador de Guardiola
09	08	262	8	Sant Vicenç de Castellet
09	08	264	9	Sant Vicenç de Montalt
09	08	265	2	Sant Vicenç de Torelló
09	08	263	4	Sant Vicenç dels Horts
11	06	120	4	Santa Amalia
08	45	155	2	Santa Ana de Pusa
01	21	067	5	Santa Ana la Real
11	10	165	0	Santa Ana
01	21	068	1	Santa Bárbara de Casa
09	43	138	4	Santa Bàrbara
05	35	021	3	Santa Brígida
09	08	243	9	Santa Cecília de Voltregà
07	34	167	8	Santa Cecilia del Alcor
07	09	343	1	Santa Cecilia
02	22	208	7	Santa Cilia
07	49	197	1	Santa Clara de Avedillo
09	08	244	4	Santa Coloma de Cervelló
09	17	180	5	Santa Coloma de Farners
09	08	245	7	Santa Coloma de Gramenet
09	43	139	7	Santa Coloma de Queralt
17	26	134	1	Santa Coloma
07	24	151	4	Santa Colomba de Curueño
07	49	199	0	Santa Colomba de las Monjas
07	24	152	9	Santa Colomba de Somoza
12	15	077	4	Santa Comba
09	17	181	2	Santa Cristina d'Aro
07	49	200	4	Santa Cristina de la Polvorosa
07	24	153	5	Santa Cristina de Valmadrigal
07	49	201	1	Santa Croya de Tera
06	39	073	1	Santa Cruz de Bezana
07	34	168	4	Santa Cruz de Boedo
02	50	236	0	Santa Cruz de Grío
05	38	037	4	Santa Cruz de la Palma
07	09	345	9	Santa Cruz de la Salceda
02	22	209	0	Santa Cruz de la Serós
11	10	166	3	Santa Cruz de la Sierra
08	45	156	5	Santa Cruz de la Zarza
08	13	076	0	Santa Cruz de los Cáñamos
01	04	080	6	Santa Cruz de Marchena
02	50	237	6	Santa Cruz de Moncayo
08	16	194	0	Santa Cruz de Moya
08	13	077	6	Santa Cruz de Mudela
02	44	208	4	Santa Cruz de Nogueras
11	10	167	9	Santa Cruz de Paniagua
07	05	222	2	Santa Cruz de Pinares
05	38	038	0	Santa Cruz de Tenerife
07	42	166	9	Santa Cruz de Yanguas
01	18	174	6	Santa Cruz del Comercio
08	45	157	1	Santa Cruz del Retamar
07	09	346	2	Santa Cruz del Valle Urbión
07	05	221	7	Santa Cruz del Valle
07	24	154	0	Santa Elena de Jamuz
01	23	076	8	Santa Elena
17	26	135	4	Santa Engracia del Jubera
07	47	152	7	Santa Eufemia del Arroyo
07	49	202	6	Santa Eufemia del Barco
01	14	061	5	Santa Eufemia
09	08	246	0	Santa Eugènia de Berga
04	07	053	2	Santa Eugènia
17	26	136	7	Santa Eulalia Bajera
02	50	238	2	Santa Eulalia de Gállego
03	33	062	1	Santa Eulalia de Oscos
09	08	247	6	Santa Eulàlia de Riuprimer
09	08	248	2	Santa Eulàlia de Ronçana
02	44	209	7	Santa Eulalia
04	07	054	7	Santa Eulària des Riu
01	04	081	3	Santa Fe de Mondújar
09	08	249	5	Santa Fe del Penedès
01	18	175	9	Santa Fe
07	09	347	8	Santa Gadea del Cid
07	09	348	4	Santa Inés
09	17	182	7	Santa Llogaia d'Àlguema
05	35	022	8	Santa Lucía de Tirajana
10	12	102	1	Santa Magdalena de Pulpis
04	07	055	0	Santa Margalida
09	08	250	8	Santa Margarida de Montbui
09	08	251	5	Santa Margarida i els Monjos
09	08	253	6	Santa Maria de Besora
06	39	074	6	Santa María de Cayón
02	22	906	8	Santa María de Dulcis
05	35	023	4	Santa María de Guía de Gran Canaria
07	42	167	5	Santa María de Huerta
13	28	135	6	Santa María de la Alameda
07	24	155	3	Santa María de la Isla
07	49	203	2	Santa María de la Vega
07	42	168	1	Santa María de las Hoyas
07	05	226	9	Santa María de los Caballeros
08	16	196	6	Santa María de los Llanos
09	08	256	7	Santa Maria de Martorelles
09	08	255	4	Santa Maria de Merlès
09	08	257	3	Santa Maria de Miralles
07	24	158	8	Santa María de Ordás
09	08	259	2	Santa Maria de Palautordera
07	37	293	6	Santa María de Sando
07	49	204	7	Santa María de Valverde
07	05	224	3	Santa María del Arroyo
07	05	225	6	Santa María del Berrocal
04	07	056	3	Santa María del Camí
08	16	195	3	Santa María del Campo Rus
07	09	350	0	Santa María del Campo
07	05	902	9	Santa María del Cubillo
07	09	351	7	Santa María del Invierno
07	09	352	2	Santa María del Mercadillo
07	24	156	6	Santa María del Monte de Cea
07	24	157	2	Santa María del Páramo
07	05	227	5	Santa María del Tiétar
08	16	197	2	Santa María del Val
09	08	258	9	Santa Maria d'Oló
07	40	185	0	Santa María la Real de Nieva
07	09	353	8	Santa María Rivarredonda
07	24	159	1	Santa Marina del Rey
11	10	168	5	Santa Marta de Magasca
07	37	294	1	Santa Marta de Tormes
07	40	186	3	Santa Marta del Cerro
11	06	121	1	Santa Marta
07	09	354	3	Santa Olalla de Bureba
01	21	069	4	Santa Olalla del Cala
08	45	158	7	Santa Olalla
09	43	140	1	Santa Oliva
09	17	184	8	Santa Pau
09	08	260	6	Santa Perpètua de Mogoda
10	03	121	0	Santa Pola
09	08	261	3	Santa Susanna
05	38	039	3	Santa Úrsula
15	31	220	5	Santacara
01	14	060	8	Santaella
02	22	212	6	Santaliestra y San Quílez
06	39	075	9	Santander
04	07	057	9	Santanyí
07	24	160	5	Santas Martas
02	50	239	5	Santed
07	47	153	3	Santervás de Campos
07	34	169	7	Santervás de la Vega
11	10	169	8	Santiago de Alcántara
01	23	077	4	Santiago de Calatrava
12	15	078	0	Santiago de Compostela
07	37	296	7	Santiago de la Puebla
11	10	170	2	Santiago del Campo
07	05	228	1	Santiago del Collado
05	38	040	7	Santiago del Teide
07	05	904	0	Santiago del Tormes
07	24	161	2	Santiago Millas
01	23	904	8	Santiago-Pontones
07	37	297	3	Santibáñez de Béjar
07	34	170	1	Santibáñez de Ecla
07	09	355	6	Santibáñez de Esgueva
07	34	171	8	Santibáñez de la Peña
07	37	298	9	Santibáñez de la Sierra
07	49	205	0	Santibáñez de Tera
07	47	154	8	Santibáñez de Valcorba
07	49	206	3	Santibáñez de Vidriales
07	09	356	9	Santibáñez del Val
11	10	171	9	Santibáñez el Alto
11	10	172	4	Santibáñez el Bajo
06	39	076	2	Santillana del Mar
01	41	089	6	Santiponce
12	15	079	3	Santiso
01	23	079	3	Santisteban del Puerto
06	39	077	8	Santiurde de Reinosa
06	39	078	4	Santiurde de Toranzo
07	40	188	5	Santiuste de Pedraza
07	40	189	8	Santiuste de San Juan Bautista
08	19	250	9	Santiuste
07	37	299	2	Santiz
03	33	064	2	Santo Adriano
17	26	138	9	Santo Domingo de la Calzada
07	05	229	4	Santo Domingo de las Posadas
07	40	190	2	Santo Domingo de Pirón
07	09	358	1	Santo Domingo de Silos
08	45	901	6	Santo Domingo-Caudilla
07	05	230	8	Santo Tomé de Zabarcos
07	40	191	9	Santo Tomé del Puerto
01	23	080	7	Santo Tomé
14	30	901	2	Santomera
06	39	079	7	Santoña
13	28	136	9	Santorcaz
13	28	137	5	Santos de la Humosa, Los
11	06	122	6	Santos de Maimona, Los
07	37	300	6	Santos, Los
07	24	162	7	Santovenia de la Valdoncina
07	47	155	1	Santovenia de Pisuerga
07	49	207	9	Santovenia
07	34	174	4	Santoyo
09	08	192	3	Santpedor
17	26	140	6	Santurde de Rioja
17	26	141	3	Santurdejo
16	48	082	8	Santurtzi
12	36	051	9	Sanxenxo
07	49	210	2	Sanzoles
07	47	157	0	Sardón de Duero
07	37	301	3	Sardón de los Frailes
07	09	361	5	Sargentes de la Lora
03	33	065	5	Sariego
07	24	163	3	Sariegos
02	22	213	2	Sariñena
06	39	081	8	Saro
07	09	362	0	Sarracín
09	43	142	3	Sarral
12	32	078	2	Sarreaus
09	17	186	4	Sarrià de Ter
12	27	057	5	Sarria
15	31	222	7	Sarriés/Sartze
02	44	210	1	Sarrión
09	25	201	7	Sarroca de Bellera
09	25	200	0	Sarroca de Lleida
15	31	223	3	Sartaguda
08	45	159	0	Sartajada
07	09	363	6	Sasamón
02	50	240	9	Sástago
08	19	251	6	Saúca
11	10	173	0	Saucedilla
01	41	090	0	Saucejo, El
07	37	302	8	Saucelle
07	40	192	4	Sauquillo de Cabezas
09	17	187	0	Saus, Camallera i Llampaies
05	38	041	4	Sauzal, El
09	43	143	9	Savallà del Comtat
12	27	058	1	Saviñao, O
10	03	123	1	Sax
01	29	086	2	Sayalonga
08	19	252	1	Sayatón
07	40	193	0	Sebúlcor
07	47	158	6	Seca, La
02	22	214	7	Secastilla
09	43	144	4	Secuita, La
10	46	223	3	Sedaví
01	29	087	8	Sedella
02	50	242	1	Sediles
10	46	224	8	Segart
10	12	104	2	Segorbe
07	40	194	5	Segovia
01	23	081	4	Segura de la Sierra
11	06	124	7	Segura de León
02	44	211	8	Segura de los Baños
11	10	174	5	Segura de Toro
16	20	070	1	Segura
08	45	160	4	Segurilla
02	22	215	0	Seira
08	19	254	2	Selas
06	39	082	3	Selaya
10	03	124	6	Sella
10	46	225	1	Sellent
09	17	188	6	Selva de Mar, La
09	43	145	7	Selva del Camp, La
04	07	058	5	Selva
08	19	901	0	Semillas
10	46	226	4	Sempere
07	24	164	8	Sena de Luna
02	22	217	9	Sena
09	43	146	0	Senan
04	07	047	2	Sencelles
02	22	218	5	Senés de Alcubierre
01	04	082	8	Senés
09	43	044	5	Sénia, La
10	03	125	9	Senija
02	44	212	3	Seno
09	25	202	2	Senterada
09	25	035	2	Sentiu de Sió, La
09	08	267	1	Sentmenat
10	46	227	0	Senyera
07	37	304	9	Sepulcro-Hilario
07	40	195	8	Sepúlveda
07	40	196	1	Sequera de Fresno
07	09	365	4	Sequera de Haza, La
07	37	305	2	Sequeros
09	17	190	3	Serinyà
13	28	138	1	Serna del Monte, La
07	34	175	7	Serna, La
07	42	171	5	Serón de Nágima
01	04	083	4	Serón
09	25	204	3	Seròs
09	17	191	0	Serra de Daró
10	46	228	6	Serra
07	05	232	0	Serrada, La
07	47	159	9	Serrada
07	37	306	5	Serradilla del Arroyo
07	37	307	1	Serradilla del Llano
11	10	175	8	Serradilla
13	28	140	8	Serranillos del Valle
07	05	233	6	Serranillos
10	12	103	7	Serratella, la
01	29	904	4	Serrato
11	10	176	1	Serrejón
02	22	220	2	Sesa
08	45	161	1	Seseña
15	31	224	8	Sesma
16	48	084	9	Sestao
02	50	243	7	Sestrica
02	22	221	9	Sesué
09	17	192	5	Setcases
01	11	034	2	Setenil de las Bodegas
08	19	255	5	Setiles
09	25	203	8	Seu d'Urgell, La
09	08	269	0	Seva
13	28	141	5	Sevilla la Nueva
01	41	091	7	Sevilla
08	45	162	6	Sevilleja de la Jara
09	25	205	6	Sidamon
08	19	256	8	Sienes
03	33	066	8	Siero
07	37	309	0	Sierpe, La
11	10	177	7	Sierra de Fuentes
02	50	244	2	Sierra de Luna
01	29	088	4	Sierra de Yeguas
10	12	105	5	Sierra Engarcerán
01	04	084	9	Sierro
02	22	222	4	Siétamo
10	46	229	9	Siete Aguas
07	47	160	3	Siete Iglesias de Trabancos
07	37	310	4	Sieteiglesias de Tormes
07	05	234	1	Sigeres
08	19	257	4	Sigüenza
02	50	245	5	Sigüés
01	23	082	9	Siles
10	46	230	3	Silla
12	36	052	4	Silleda
05	38	042	9	Silos, Los
09	17	193	1	Sils
07	47	161	0	Simancas
10	46	231	0	Simat de la Valldigna
10	46	232	5	Sinarcas
04	07	060	2	Sineu
02	44	213	9	Singra
07	05	235	4	Sinlabajos
11	06	125	0	Siruela
02	50	246	8	Sisamón
08	16	198	8	Sisante
09	08	270	4	Sitges
09	17	052	4	Siurana
06	39	083	9	Soba
12	27	059	4	Sober
02	50	247	4	Sobradiel
07	37	311	1	Sobradillo
07	24	165	1	Sobrado
12	15	080	7	Sobrado
09	08	271	1	Sobremunt
03	33	067	4	Sobrescobio
08	02	072	9	Socovos
08	13	078	2	Socuéllamos
17	26	143	4	Sojuela
07	05	236	7	Solana de Ávila
11	06	126	3	Solana de los Barros
07	05	237	3	Solana de Rioalmar
08	13	080	9	Solana del Pino
08	13	079	5	Solana, La
08	19	258	0	Solanillos del Extremo
07	09	366	7	Solarana
08	16	199	1	Solera de Gabaldón
09	25	206	9	Soleràs, El
07	42	172	0	Soliedra
09	43	147	6	Solivella
10	46	233	1	Sollana
04	07	061	9	Sóller
06	39	084	4	Solórzano
07	05	238	9	Solosancho
09	25	207	5	Solsona
03	33	068	0	Somiedo
08	19	259	3	Somolinos
01	04	085	2	Somontín
13	28	143	6	Somosierra
12	15	081	4	Somozas, As
04	07	062	4	Son Servera
16	48	904	7	Sondika
10	12	106	8	Soneja
08	45	163	2	Sonseca
02	22	223	0	Sopeira
16	48	085	2	Sopela
01	18	176	2	Soportújar
16	48	086	5	Sopuerta
09	08	272	6	Sora
16	20	065	9	Soraluze-Placencia de las Armas
01	04	086	5	Sorbas
07	09	368	9	Sordillos
07	42	173	6	Soria
09	25	208	1	Soriguera
01	23	084	0	Sorihuela del Guadalimar
07	37	312	6	Sorihuela
15	31	225	1	Sorlada
09	25	209	4	Sort
01	18	177	8	Sorvilán
17	26	144	9	Sorzano
02	50	248	0	Sos del Rey Católico
09	25	210	8	Soses
10	46	234	6	Sot de Chera
10	12	107	4	Sot de Ferrer
07	05	239	2	Sotalbo
17	26	145	2	Sotés
07	05	240	6	Sotillo de la Adrada
07	09	369	2	Sotillo de la Ribera
08	45	164	7	Sotillo de las Palomas
07	42	174	1	Sotillo del Rincón
08	19	260	7	Sotillo, El
07	40	198	3	Sotillo
07	34	177	6	Soto de Cerrato
07	24	166	4	Soto de la Vega
03	33	069	3	Soto del Barco
13	28	144	1	Soto del Real
17	26	146	5	Soto en Cameros
07	24	167	0	Soto y Amío
07	34	176	0	Sotobañado y Priorato
08	19	261	4	Sotodosos
02	22	904	2	Sotonera, La
08	16	909	2	Sotorribas
07	40	199	6	Sotosalbos
07	37	313	2	Sotoserrano
07	09	372	8	Sotragero
07	09	373	4	Sotresgudo
12	36	053	0	Soutomaior
06	39	085	7	Suances
09	08	273	2	Subirats
09	25	211	5	Sudanell
10	46	235	9	Sueca
07	42	175	4	Suellacabras
10	12	108	0	Sueras/Suera
01	04	087	1	Suflí
16	48	076	7	Sukarrieta
10	46	236	2	Sumacàrcer
15	31	226	4	Sunbilla
09	25	212	0	Sunyer
09	08	274	7	Súria
07	09	374	9	Susinos del Páramo
09	17	194	6	Susqueda
07	34	178	2	Tabanera de Cerrato
07	34	179	5	Tabanera de Valdavia
07	40	200	0	Tabanera la Luenga
07	49	214	5	Tábara
07	37	314	7	Tabera de Abajo
01	04	088	7	Tabernas
01	04	089	0	Taberno
12	27	060	8	Taboada
12	32	079	5	Taboadela
02	50	249	3	Tabuenca
05	38	043	5	Tacoronte
15	31	227	0	Tafalla
09	08	276	3	Tagamanent
01	18	901	7	Taha, La
01	04	090	4	Tahal
07	42	176	7	Tajahuerce
07	42	177	3	Tajueco
07	37	315	0	Tala, La
13	28	145	4	Talamanca de Jarama
09	08	277	9	Talamanca
02	50	250	6	Talamantes
09	25	215	4	Talarn
11	06	127	9	Talarrubias
11	10	178	3	Talaván
08	45	165	0	Talavera de la Reina
11	06	128	5	Talavera la Real
09	25	216	7	Talavera
11	10	179	6	Talaveruela de la Vera
11	10	180	0	Talayuela
08	16	202	7	Talayuelas
10	12	109	3	Tales
11	06	129	8	Táliga
09	17	195	9	Tallada d'Empordà, La
07	42	178	9	Talveila
08	19	262	9	Tamajón
07	37	316	3	Tamames
07	34	180	9	Támara de Campos
02	22	225	8	Tamarite de Litera
07	47	162	5	Tamariz de Campos
07	09	375	2	Tamarón
11	06	130	2	Tamurejo
05	38	044	0	Tanque, El
03	33	070	7	Tapia de Casariego
07	49	216	1	Tapioles
09	08	278	5	Taradell
08	19	263	5	Taragudo
03	33	071	4	Taramundi
08	16	203	3	Tarancón
08	19	264	0	Taravilla
07	37	317	9	Tarazona de Guareña
08	02	073	5	Tarazona de la Mancha
02	50	251	3	Tarazona
10	03	127	8	Tàrbena
07	37	318	5	Tardáguila
07	09	377	1	Tardajos
07	42	181	3	Tardelcuende
02	22	226	1	Tardienta
07	34	181	6	Tariego de Cerrato
01	11	035	5	Tarifa
07	42	182	8	Taroda
09	43	148	2	Tarragona
09	25	217	3	Tàrrega
09	25	218	9	Tarrés
09	25	219	2	Tarroja de Segarra
08	19	265	3	Tartanedo
02	50	252	8	Tauste
10	46	237	8	Tavernes Blanques
10	46	238	4	Tavernes de la Valldigna
09	08	275	0	Tavèrnoles
09	08	280	2	Tavertet
05	38	045	3	Tazacorte
01	29	089	7	Teba
08	16	204	8	Tébar
05	38	046	6	Tegueste
05	35	024	9	Teguise
09	08	281	9	Teià
12	32	080	9	Teixeira, A
07	09	378	7	Tejada
08	16	205	1	Tejadillos
07	37	319	8	Tejado, El
07	42	183	4	Tejado
11	10	181	7	Tejeda de Tiétar
07	37	320	2	Tejeda y Segoyuela
05	35	025	2	Tejeda
05	35	026	5	Telde
02	22	227	7	Tella-Sin
08	45	166	3	Tembleque
08	19	266	6	Tendilla
07	37	321	9	Tenebrón
12	15	082	9	Teo
10	46	239	7	Teresa de Cofrentes
10	12	110	7	Teresa
09	25	220	6	Térmens
05	35	027	1	Teror
01	04	091	1	Terque
09	17	196	2	Terrades
07	09	380	4	Terradillos de Esgueva
07	37	322	4	Terradillos
09	08	279	8	Terrassa
10	46	240	1	Terrateig
02	50	253	4	Terrer
02	44	215	7	Terriente
08	13	081	6	Terrinches
17	26	147	1	Terroba
02	44	216	0	Teruel
08	19	267	2	Terzaga
10	03	128	4	Teulada
03	33	072	9	Teverga
09	08	282	4	Tiana
05	35	028	7	Tías
10	03	129	7	Tibi
15	31	228	6	Tiebas-Muruarte de Reta
07	47	163	1	Tiedra
13	28	146	7	Tielmes
07	05	241	3	Tiemblo, El
02	50	254	9	Tierga
02	22	228	3	Tierz
08	19	268	8	Tierzo
11	10	904	2	Tiétar
05	38	047	2	Tijarafe
01	04	092	6	Tíjola
08	16	206	4	Tinajas
05	35	029	0	Tinajo
03	33	073	5	Tineo
07	09	381	1	Tinieblas de la Sierra
07	05	242	8	Tiñosillos
15	31	229	9	Tirapu
17	26	148	7	Tirgo
10	12	111	4	Tírig
09	25	221	3	Tírvia
10	46	241	8	Titaguas
13	28	147	3	Titulcia
09	25	222	8	Tiurana
09	43	149	5	Tivenys
09	43	150	8	Tivissa
08	19	269	1	Toba, La
07	09	382	6	Tobar
08	02	074	0	Tobarra
02	50	255	2	Tobed
17	26	149	0	Tobía
08	45	167	9	Toboso, El
01	41	092	2	Tocina
10	12	112	9	Todolella
12	32	081	6	Toén
10	12	113	5	Toga
06	39	086	0	Tojos, Los
07	05	243	4	Tolbaños
08	45	168	5	Toledo
10	03	130	1	Tollos
07	40	201	7	Tolocirio
16	20	071	8	Tolosa
01	29	090	1	Tolox
02	22	229	6	Tolva
01	41	093	8	Tomares
08	13	082	1	Tomelloso
12	36	054	5	Tomiño
09	08	283	0	Tona
07	37	323	0	Topas
12	15	083	5	Toques
09	25	223	4	Torà
07	24	168	6	Toral de los Guzmanes
07	24	206	6	Toral de los Vados
10	12	114	0	Torás
07	47	164	6	Tordehumos
08	19	271	2	Tordellego
08	19	270	5	Tordelrábano
09	08	284	5	Tordera
07	47	165	9	Tordesillas
08	19	272	7	Tordesilos
07	37	324	5	Tordillos
12	15	084	0	Tordoia
07	09	384	7	Tordómar
09	08	285	8	Torelló
07	24	169	9	Toreno
08	19	274	8	Torija
02	44	217	6	Toril y Masegoso
11	10	182	2	Toril
02	22	230	0	Torla-Ordesa
07	42	184	9	Torlengua
17	26	150	3	Tormantos
07	05	244	9	Tormellas
02	44	218	2	Tormón
10	03	131	8	Tormos
09	25	224	9	Torms, Els
09	25	225	2	Tornabous
07	37	325	8	Tornadizo, El
07	05	245	2	Tornadizos de Ávila
11	10	183	8	Tornavacas
11	10	184	3	Torno, El
02	44	219	5	Tornos
10	12	115	3	Toro, El
07	49	219	6	Toro
07	34	182	1	Torquemada
02	22	232	2	Torralba de Aragón
08	13	083	7	Torralba de Calatrava
02	50	256	5	Torralba de los Frailes
02	44	220	9	Torralba de los Sisones
08	45	169	8	Torralba de Oropesa
02	50	257	1	Torralba de Ribota
10	12	116	6	Torralba del Pinar
15	31	230	3	Torralba del Río
08	16	209	9	Torralba
02	50	258	7	Torralbilla
01	11	036	8	Torre Alháquime
02	44	223	7	Torre de Arcas
09	25	227	1	Torre de Cabdella, La
09	08	286	1	Torre de Claramunt, La
11	10	187	5	Torre de Don Miguel
07	47	169	7	Torre de Esgueva
08	45	171	9	Torre de Esteban Hambrán, La
09	43	151	5	Torre de Fontaubella, La
08	13	084	2	Torre de Juan Abad
02	44	224	2	Torre de las Arcas
09	43	152	0	Torre de l'Espanyol, La
11	06	131	9	Torre de Miguel Sesmero
07	47	170	1	Torre de Peñafiel
11	10	188	1	Torre de Santa María
07	24	170	3	Torre del Bierzo
08	19	279	9	Torre del Burgo
02	44	225	5	Torre del Compte
07	49	220	0	Torre del Valle, La
10	12	119	1	Torre d'En Besora, la
10	12	120	5	Torre d'en Doménec, la
17	26	153	1	Torre en Cameros
02	22	233	8	Torre la Ribera
07	05	247	1	Torre, La
02	44	227	4	Torre los Negros
07	40	206	9	Torre Val de San Pedro
07	40	202	2	Torreadrada
10	46	242	3	Torrebaja
09	25	226	5	Torrebesses
07	42	185	2	Torreblacos
10	12	117	2	Torreblanca
01	23	085	3	Torreblascopedro
07	40	203	8	Torrecaballeros
01	14	062	0	Torrecampo
01	18	178	4	Torre-Cardela
10	12	118	8	Torrechiva
02	44	221	6	Torrecilla de Alcañiz
07	47	166	2	Torrecilla de la Abadesa
08	45	170	2	Torrecilla de la Jara
07	47	167	8	Torrecilla de la Orden
07	47	168	4	Torrecilla de la Torre
11	10	185	6	Torrecilla de los Ángeles
07	09	386	3	Torrecilla del Monte
07	40	204	3	Torrecilla del Pinar
02	44	222	1	Torrecilla del Rebollar
17	26	151	0	Torrecilla en Cameros
17	26	152	5	Torrecilla sobre Alesanco
11	10	186	9	Torrecillas de la Tiesa
08	19	277	0	Torrecuadrada de Molina
08	19	278	6	Torrecuadradilla
01	23	086	6	Torredelcampo
09	43	153	6	Torredembarra
01	23	087	2	Torredonjimeno
09	25	228	7	Torrefarrera
09	25	907	8	Torrefeta i Florejacs
07	09	387	9	Torregalindo
07	49	221	7	Torregamones
09	25	230	4	Torregrossa
02	50	259	0	Torrehermosa
07	40	205	6	Torreiglesias
13	28	148	9	Torrejón de Ardoz
13	28	149	2	Torrejón de la Calzada
13	28	150	5	Torrejón de Velasco
08	19	280	3	Torrejón del Rey
11	10	190	8	Torrejón el Rubio
08	16	211	0	Torrejoncillo del Rey
11	10	189	4	Torrejoncillo
02	44	226	8	Torrelacárcel
13	28	151	2	Torrelaguna
09	25	231	1	Torrelameu
02	50	260	4	Torrelapaja
07	09	388	5	Torrelara
06	39	087	6	Torrelavega
09	08	287	7	Torrelavit
10	46	243	9	Torrella
02	50	261	1	Torrellas
09	08	288	3	Torrelles de Foix
09	08	289	6	Torrelles de Llobregat
07	47	171	8	Torrelobatón
13	28	152	7	Torrelodones
10	03	132	3	Torremanzanas/Torre de les Maçanes, la
11	06	132	4	Torremayor
11	06	133	0	Torremejía
11	10	191	5	Torremenga
08	19	281	0	Torremocha de Jadraque
13	28	153	3	Torremocha de Jarama
02	44	228	0	Torremocha de Jiloca
08	19	282	5	Torremocha del Campo
08	19	283	1	Torremocha del Pinar
11	10	192	0	Torremocha
08	19	284	6	Torremochuela
01	29	901	8	Torremolinos
17	26	154	6	Torremontalbo
07	34	184	2	Torremormojón
09	17	197	8	Torrent
10	46	244	4	Torrent
02	22	234	3	Torrente de Cinca
01	18	916	7	Torrenueva Costa
08	13	085	5	Torrenueva
11	10	193	6	Torreorgaz
14	30	037	3	Torre-Pacheco
07	09	389	8	Torrepadre
01	23	088	8	Torreperogil
11	10	194	1	Torrequemada
01	23	091	2	Torres de Albánchez
02	44	229	3	Torres de Albarracín
02	22	235	6	Torres de Alcanadre
02	22	236	9	Torres de Barbués
02	50	262	6	Torres de Berrellén
14	30	038	9	Torres de Cotillas, Las
13	28	154	8	Torres de la Alameda
09	25	232	6	Torres de Segre
07	49	222	2	Torres del Carrizal
15	31	231	0	Torres del Río
10	46	245	7	Torres Torres
01	23	090	5	Torres
07	09	390	2	Torresandino
07	47	172	3	Torrescárcela
09	25	233	2	Torre-serona
07	37	327	7	Torresmenudas
02	44	230	7	Torrevelilla
10	03	133	9	Torrevieja
08	45	172	4	Torrico
02	44	231	4	Torrijas
02	50	263	2	Torrijo de la Cañada
02	44	232	9	Torrijo del Campo
08	45	173	0	Torrijos
09	17	198	4	Torroella de Fluvià
09	17	199	7	Torroella de Montgrí
09	43	154	1	Torroja del Priorat
01	29	091	8	Torrox
07	42	187	1	Torrubia de Soria
08	16	212	5	Torrubia del Campo
08	16	213	1	Torrubia del Castillo
08	19	285	9	Torrubia
09	17	200	1	Tortellà
08	19	286	2	Tórtola de Henares
07	09	391	9	Tórtoles de Esgueva
07	05	246	5	Tórtoles
09	43	155	4	Tortosa
08	19	287	8	Tortuera
08	19	288	4	Tortuero
01	18	179	7	Torvizcón
07	09	392	4	Tosantos
09	17	201	8	Toses
02	50	264	7	Tosos
09	17	202	3	Tossa de Mar
01	29	092	3	Totalán
14	30	039	2	Totana
08	45	174	5	Totanés
12	15	085	3	Touro
10	46	246	0	Tous
12	27	061	5	Trabada
07	24	171	0	Trabadelo
07	37	328	3	Trabanca
07	49	223	8	Trabazos
08	16	215	9	Tragacete
08	19	289	7	Traíd
10	12	121	2	Traiguera
02	44	234	0	Tramacastiel
02	44	235	3	Tramacastilla
02	22	239	4	Tramaced
11	06	134	5	Trasierra
12	32	082	1	Trasmiras
02	50	265	0	Trasmoz
02	50	266	3	Trasobares
07	47	173	9	Traspinedo
12	15	086	6	Trazo
01	11	037	4	Trebujena
07	49	224	3	Trefacio
07	37	329	6	Tremedal de Tormes
09	25	234	7	Tremp
13	28	903	6	Tres Cantos
01	04	901	1	Tres Villas, Las
07	40	207	5	Trescasas
08	16	216	2	Tresjuncos
07	09	394	5	Trespaderne
06	39	088	2	Tresviso
07	42	188	7	Trévago
01	18	180	1	Trevélez
17	26	155	9	Treviana
12	27	062	0	Triacastela
08	16	217	8	Tribaldos
17	26	157	8	Tricio
07	47	174	4	Trigueros del Valle
01	21	070	8	Trigueros
08	19	290	1	Trijueque
08	19	291	8	Trillo
07	34	185	5	Triollo
02	44	236	6	Tronchón
07	24	172	5	Truchas
16	48	087	1	Trucios-Turtzioz
11	06	135	8	Trujillanos
11	10	195	4	Trujillo
07	09	395	8	Tubilla del Agua
07	09	396	1	Tubilla del Lago
06	39	089	5	Tudanca
07	47	175	7	Tudela de Duero
15	31	232	5	Tudela
17	26	158	4	Tudelilla
10	46	247	6	Tuéjar
12	36	055	8	Tui
05	35	030	4	Tuineje
15	31	233	1	Tulebras
07	24	173	1	Turcia
07	40	208	1	Turégano
10	46	248	2	Turís
08	45	175	8	Turleque
01	18	181	8	Turón
01	04	093	2	Turre
01	04	094	7	Turrillas
01	23	092	7	Úbeda
16	48	088	7	Ubide
01	11	038	0	Ubrique
15	31	234	6	Ucar
08	19	293	9	Uceda
07	42	189	0	Ucero
08	16	218	4	Uclés
06	39	090	9	Udías
16	48	065	6	Ugao-Miraballes
08	45	176	1	Ugena
01	18	182	3	Ugíjar
15	31	123	4	Uharte Arakil
08	19	294	4	Ujados
15	31	235	9	Ujué/Uxue
14	30	040	6	Ulea
01	04	095	0	Uleila del Campo
09	17	204	4	Ullà
09	08	290	0	Ullastrell
09	17	205	7	Ullastret
09	43	156	7	Ulldecona
09	43	157	3	Ulldemolins
