CODAUTO	CPRO	CMUN	DC	NOMBRE 
09	17	203	9	Ultramort
15	31	236	2	Ultzama
01	41	094	3	Umbrete
07	05	249	0	Umbrías
02	50	267	9	Uncastillo
15	31	237	8	Unciti
02	50	268	5	Undués de Lerda
07	47	176	0	Unión de Campos, La
14	30	041	3	Unión, La
15	31	238	4	Unzué/Untzue
07	49	225	6	Uña de Quintana
08	16	219	7	Uña
07	09	398	3	Úrbel del Castillo
08	45	177	7	Urda
15	31	239	7	Urdazubi/Urdax
15	31	240	1	Urdiain
07	24	174	6	Urdiales del Páramo
16	48	089	0	Urduliz
16	48	074	1	Urduña/Orduña
16	01	054	9	Urkabustaiz
16	20	072	3	Urnieta
07	47	177	6	Urones de Castroponce
01	04	096	3	Urrácal
15	31	241	8	Urraul Alto
15	31	242	3	Urraul Bajo
02	44	237	2	Urrea de Gaén
02	50	269	8	Urrea de Jalón
16	20	077	6	Urretxu
02	50	270	2	Urriés
15	31	244	4	Urroz
15	31	243	9	Urroz-Villa
07	47	178	2	Urueña
07	40	210	8	Urueñas
17	26	160	1	Uruñuela
09	17	206	0	Urús
15	31	245	7	Urzainqui/Urzainki
11	06	136	1	Usagre
02	50	271	9	Used
10	12	122	7	Useras/Useres, les
16	20	073	9	Usurbil
08	19	296	0	Utande
02	50	272	4	Utebo
15	31	246	0	Uterga
10	46	249	5	Utiel
01	41	095	6	Utrera
02	44	238	8	Utrillas
15	31	247	6	Uztárroz/Uztarroze
09	08	291	7	Vacarisses
07	49	226	9	Vadillo de la Guareña
07	05	251	0	Vadillo de la Sierra
07	42	190	4	Vadillo
07	09	400	0	Vadocondes
09	17	014	4	Vajol, La
07	24	185	7	Val de San Lorenzo
02	50	274	5	Val de San Martín
06	39	095	5	Val de San Vicente
12	15	088	8	Val do Dubra
02	44	239	1	Valacloche
12	27	063	6	Valadouro, O
02	44	240	5	Valbona
07	47	179	5	Valbuena de Duero
07	34	186	8	Valbuena de Pisuerga
07	49	227	5	Valcabado
06	39	091	6	Valdáliga
13	28	155	1	Valdaracete
08	19	297	6	Valdarachas
11	10	196	7	Valdastillas
02	44	241	2	Valdealgorfa
07	09	403	8	Valdeande
07	47	180	9	Valdearcos de la Vega
08	19	298	2	Valdearenas
07	42	191	1	Valdeavellano de Tera
08	19	299	5	Valdeavellano
13	28	156	4	Valdeavero
08	19	300	9	Valdeaveruelo
11	06	137	7	Valdecaballeros
11	10	197	3	Valdecañas de Tajo
07	37	330	0	Valdecarros
07	05	252	5	Valdecasa
08	16	906	7	Valdecolmenas, Los
08	19	301	6	Valdeconcha
02	44	243	3	Valdecuenca
07	49	228	1	Valdefinjas
07	24	175	9	Valdefresno
07	37	331	7	Valdefuentes de Sangusín
07	24	176	2	Valdefuentes del Páramo
11	10	198	9	Valdefuentes
08	02	075	3	Valdeganga
07	42	192	6	Valdegeña
16	01	055	2	Valdegovía/Gaubea
08	19	302	1	Valdegrudas
07	37	332	2	Valdehijaderos
02	50	273	0	Valdehorna
11	10	199	2	Valdehúncar
11	06	901	7	Valdelacalzada
11	10	200	6	Valdelacasa de Tajo
07	37	333	8	Valdelacasa
07	37	334	3	Valdelageve
07	42	193	2	Valdelagua del Cerro
13	28	157	0	Valdelaguna
01	21	071	5	Valdelarco
08	19	303	7	Valdelcubo
02	44	244	8	Valdelinares
07	37	335	6	Valdelosa
02	44	245	1	Valdeltormo
07	24	177	8	Valdelugueros
17	26	161	8	Valdemadera
07	42	194	7	Valdemaluque
08	13	086	8	Valdemanco del Esteras
13	28	158	6	Valdemanco
13	28	159	9	Valdemaqueda
08	16	224	4	Valdemeca
07	37	336	9	Valdemierque
07	24	178	4	Valdemora
11	10	201	3	Valdemorales
08	16	225	7	Valdemorillo de la Sierra
13	28	160	3	Valdemorillo
13	28	161	0	Valdemoro
08	16	227	6	Valdemoro-Sierra
07	47	181	6	Valdenebro de los Valles
07	42	195	0	Valdenebro
08	19	304	2	Valdenuño Fernández
11	10	202	8	Valdeobispo
06	39	092	1	Valdeolea
08	16	228	2	Valdeolivas
07	34	189	3	Valdeolmillos
13	28	162	5	Valdeolmos-Alalpardo
01	23	093	3	Valdepeñas de Jaén
08	19	305	5	Valdepeñas de la Sierra
08	13	087	4	Valdepeñas
07	24	179	7	Valdepiélago
13	28	163	1	Valdepiélagos
07	24	180	1	Valdepolo
06	39	093	7	Valdeprado del Río
07	42	196	3	Valdeprado
07	40	211	5	Valdeprados
07	24	181	8	Valderas
07	34	190	7	Valderrábano
08	19	306	8	Valderrebollo
06	39	094	2	Valderredible
07	24	182	3	Valderrey
02	44	246	4	Valderrobres
07	42	197	9	Valderrodilla
07	37	337	5	Valderrodrigo
01	18	914	1	Valderrubio
07	24	183	9	Valderrueda
03	33	034	9	Valdés
07	24	184	4	Valdesamario
07	49	229	4	Valdescorriel
08	19	307	4	Valdesotos
07	47	182	1	Valdestillas
13	28	164	6	Valdetorres de Jarama
11	06	138	3	Valdetorres
08	16	902	0	Valdetórtola
07	34	192	9	Valde-Ucieza
07	40	212	0	Valdevacas de Montejo
07	40	213	6	Valdevacas y Guijar
08	45	179	6	Valdeverdeja
07	24	187	6	Valdevimbre
07	09	405	6	Valdezate
13	28	165	9	Valdilecha
07	09	406	9	Valdorros
12	15	087	2	Valdoviño
07	37	338	1	Valdunciel
07	47	183	7	Valdunquillo
11	10	203	4	Valencia de Alcántara
07	24	188	2	Valencia de Don Juan
11	06	139	6	Valencia de las Torres
11	06	140	0	Valencia del Mombuey
11	06	141	7	Valencia del Ventoso
10	46	250	8	València
01	41	096	9	Valencina de la Concepción
08	13	088	0	Valenzuela de Calatrava
01	14	063	6	Valenzuela
08	16	903	6	Valeras, Las
07	37	339	4	Valero
02	22	242	0	Valfarta
08	19	308	0	Valfermoso de Tajuña
12	36	056	1	Valga
17	26	162	3	Valgañón
08	16	231	6	Valhermoso de la Fuente
08	19	309	3	Valhermoso
02	44	247	0	Valjunquera
10	12	124	8	Vall d'Alba
10	03	134	4	Vall d'Alcalà, la
10	12	125	1	Vall de Almonacid
09	17	208	2	Vall de Bianya, La
09	25	043	2	Vall de Boí, La
09	25	901	0	Vall de Cardós
10	03	136	0	Vall de Gallinera
10	03	137	6	Vall de Laguar, la
10	03	135	7	Vall d'Ebo, la
09	17	207	6	Vall d'en Bas, La
10	12	126	4	Vall d'Uixó, la
10	46	251	5	Vallada
07	47	186	8	Valladolid
10	46	252	0	Vallanca
07	09	408	1	Vallarta de Bureba
10	12	123	3	Vallat
09	08	292	2	Vallbona d'Anoia
09	25	238	5	Vallbona de les Monges
09	08	293	8	Vallcebre
09	43	158	9	Vallclara
04	07	063	0	Valldemossa
01	29	093	9	Valle de Abdalajís
08	16	173	9	Valle de Altomira, El
02	22	243	6	Valle de Bardají
07	34	196	6	Valle de Cerrato
15	31	086	3	Valle de Egüés/Eguesibar
02	22	901	6	Valle de Hecho
11	06	146	9	Valle de la Serena
07	09	904	8	Valle de las Navas
02	22	244	1	Valle de Lierp
07	09	908	6	Valle de Losa
07	09	409	4	Valle de Manzanedo
11	06	147	5	Valle de Matamoros
07	09	410	8	Valle de Mena
07	09	411	5	Valle de Oca
15	31	194	4	Valle de Ollo/Ollaran
11	06	148	1	Valle de Santa Ana
07	09	902	7	Valle de Santibáñez
07	09	905	1	Valle de Sedano
07	40	218	9	Valle de Tabladillo
07	09	412	0	Valle de Tobalina
16	48	080	6	Valle de Trápaga-Trapagaran
07	09	413	6	Valle de Valdebezana
07	09	414	1	Valle de Valdelaguna
07	09	415	4	Valle de Valdelucio
06	39	101	4	Valle de Villaverde
15	31	260	6	Valle de Yerri/Deierri
07	09	416	7	Valle de Zamanzas
07	34	902	0	Valle del Retortillo
01	18	907	5	Valle del Zalabí
01	18	902	2	Valle, El
05	38	049	1	Valle Gran Rey
02	44	249	9	Vallecillo, El
07	24	191	6	Vallecillo
05	38	050	4	Vallehermoso
07	37	343	6	Vallejera de Riofrío
07	09	417	3	Vallejera
07	40	219	2	Vallelado
07	40	220	6	Valleruela de Pedraza
07	40	221	3	Valleruela de Sepúlveda
07	09	418	9	Valles de Palenzuela
10	46	253	6	Vallés
07	49	230	8	Vallesa de la Guareña
05	35	032	6	Valleseco
09	25	240	2	Vallfogona de Balaguer
09	17	170	7	Vallfogona de Ripollès
09	43	159	2	Vallfogona de Riucorb
09	08	294	3	Vallgorguina
10	12	127	0	Vallibona
09	08	295	6	Vallirana
09	17	209	5	Vall-llobrega
09	43	160	6	Vallmoll
09	08	296	9	Vallromanes
09	25	906	2	Valls d'Aguilar, Les
09	25	239	8	Valls de Valira, Les
09	43	161	3	Valls
07	09	419	2	Valluércanes
02	50	275	8	Valmadrid
07	09	407	5	Valmala
08	45	180	0	Valmojado
01	18	183	9	Válor
07	47	184	2	Valoria la Buena
02	50	276	1	Valpalmas
07	37	340	8	Valsalabroso
08	16	234	2	Valsalobre
07	40	214	1	Valseca
05	35	031	1	Valsequillo de Gran Canaria
01	14	064	1	Valsequillo
08	19	310	7	Valtablado del Río
07	42	198	5	Valtajeros
07	40	215	4	Valtiendas
15	31	249	5	Valtierra
02	50	277	7	Valtorres
13	28	166	2	Valverde de Alcalá
11	06	142	2	Valverde de Burguillos
07	47	185	5	Valverde de Campos
08	16	236	8	Valverde de Júcar
11	10	204	9	Valverde de la Vera
07	24	189	5	Valverde de la Virgen
11	06	143	8	Valverde de Leganés
11	06	144	3	Valverde de Llerena
08	19	311	4	Valverde de los Arroyos
11	06	145	6	Valverde de Mérida
07	37	341	5	Valverde de Valdelacasa
01	21	072	0	Valverde del Camino
11	10	205	2	Valverde del Fresno
07	40	216	7	Valverde del Majano
05	38	048	8	Valverde
07	24	190	9	Valverde-Enrique
08	16	237	4	Valverdejo
07	37	342	0	Valverdón
09	43	162	8	Vandellòs i l'Hospitalet de l'Infant
09	25	909	7	Vansa i Fórnols, La
08	16	238	0	Vara de Rey
09	08	297	5	Veciana
07	24	193	7	Vecilla, La
07	37	344	1	Vecinos
12	15	089	1	Vedra
07	24	196	8	Vega de Espinareda
07	24	197	4	Vega de Infanzones
06	39	096	8	Vega de Liébana
06	39	097	4	Vega de Pas
07	47	187	4	Vega de Ruiponce
05	35	033	2	Vega de San Mateo
07	05	253	1	Vega de Santa María
07	49	231	5	Vega de Tera
07	37	345	4	Vega de Tirados
07	24	198	0	Vega de Valcarce
07	47	188	0	Vega de Valdetronco
07	49	232	0	Vega de Villalobos
08	16	239	3	Vega del Codorno
07	24	194	2	Vegacervera
03	33	074	0	Vegadeo
07	49	233	6	Vegalatrave
07	40	222	8	Veganzones
07	24	199	3	Vegaquemada
07	40	223	4	Vegas de Matute
07	24	201	4	Vegas del Condado
01	18	911	5	Vegas del Genil
11	10	902	1	Vegaviana
02	44	250	2	Veguillas de la Sierra
07	37	346	7	Veguillas, Las
12	32	083	7	Veiga, A
01	11	039	3	Vejer de la Frontera
08	45	181	7	Velada
07	42	200	2	Velamazán
07	47	189	3	Velascálvaro
07	05	254	6	Velayos
01	04	097	9	Velefique
01	18	184	4	Vélez de Benaudalla
01	04	098	5	Vélez-Blanco
01	29	094	4	Vélez-Málaga
01	04	099	8	Vélez-Rubio
02	22	245	4	Velilla de Cinca
02	50	278	3	Velilla de Ebro
02	50	279	6	Velilla de Jiloca
07	42	201	9	Velilla de la Sierra
07	42	202	4	Velilla de los Ajos
13	28	167	8	Velilla de San Antonio
07	34	199	1	Velilla del Río Carrión
07	47	190	7	Velilla
07	37	347	3	Vellés, La
08	16	240	7	Vellisca
07	47	191	4	Velliza
13	28	168	4	Vellón, El
02	22	909	3	Vencillón
09	43	163	4	Vendrell, El
07	49	234	1	Venialbo
07	34	023	1	Venta de Baños
10	46	254	1	Venta del Moro
09	17	210	9	Ventalló
08	45	182	2	Ventas con Peña Aguilera, Las
01	18	185	7	Ventas de Huelma
08	45	183	8	Ventas de Retamosa, Las
08	45	184	3	Ventas de San Julián, Las
07	47	192	9	Ventosa de la Cuesta
07	37	348	9	Ventosa del Río Almar
17	26	163	9	Ventosa
07	40	224	9	Ventosilla y Tejadilla
17	26	164	4	Ventrosa
13	28	169	7	Venturada
02	50	280	0	Vera de Moncayo
01	04	100	2	Vera
09	25	242	4	Verdú
12	32	084	2	Verea
10	03	138	2	Verger, el
09	17	211	6	Verges
12	32	085	5	Verín
07	34	201	2	Vertavillo
09	43	164	9	Vespella de Gaià
07	49	235	4	Vezdemarbán
02	22	247	3	Viacamp y Litera
07	47	193	5	Viana de Cega
07	42	204	5	Viana de Duero
08	19	314	0	Viana de Jadraque
12	32	086	8	Viana do Bolo
15	31	251	5	Viana
11	10	206	5	Viandar de la Vera
08	02	076	6	Vianos
01	04	101	9	Viator
09	08	298	1	Vic
01	04	102	4	Vícar
12	27	064	1	Vicedo, O
02	22	248	9	Vicién
05	38	051	1	Victoria de Acentejo, La
01	14	065	4	Victoria, La
07	09	422	8	Vid de Bureba, La
07	34	093	6	Vid de Ojeda, La
07	09	421	3	Vid y Barrios, La
15	31	252	0	Vidángoz/Bidankoze
07	49	236	7	Vidayanes
07	49	237	3	Videmala
07	37	349	2	Vídola, La
09	17	212	1	Vidrà
09	17	213	7	Vidreres
09	25	243	0	Vielha e Mijaran
02	50	281	7	Vierlas
12	36	057	7	Vigo
17	26	165	7	Viguera
12	36	059	6	Vila de Cruces
09	43	165	2	Vilabella
09	17	214	2	Vilabertran
09	17	215	5	Vilablareix
12	36	058	3	Vilaboa
09	08	299	4	Vilada
09	17	217	4	Viladamat
09	17	216	8	Viladasens
09	08	301	5	Viladecans
09	08	300	8	Viladecavalls
09	17	218	0	Vilademuls
09	17	220	7	Viladrau
10	12	128	6	Vilafamés
09	17	221	4	Vilafant
05	38	052	6	Vilaflor de Chasna
04	07	065	8	Vilafranca de Bonany
09	08	305	4	Vilafranca del Penedès
10	12	129	9	Vilafranca/Villafranca del Cid
12	36	060	0	Vilagarcía de Arousa
09	25	244	5	Vilagrassa
09	17	223	5	Vilajuïga
09	43	175	0	Vilalba dels Arcs
09	08	306	7	Vilalba Sasserra
12	27	065	4	Vilalba
09	25	245	8	Vilaller
09	17	224	0	Vilallonga de Ter
09	43	166	5	Vilallonga del Camp
10	46	255	4	Vilallonga/Villalonga
09	17	225	3	Vilamacolum
09	17	226	6	Vilamalla
09	17	227	2	Vilamaniscle
12	32	087	4	Vilamarín
12	32	088	0	Vilamartín de Valdeorras
10	46	256	7	Vilamarxant
09	25	247	7	Vilamòs
09	17	228	8	Vilanant
10	12	132	5	Vilanova d'Alcolea
12	36	061	7	Vilanova de Arousa
09	25	248	3	Vilanova de Bellpuig
09	25	254	2	Vilanova de la Barca
09	25	249	6	Vilanova de l'Aguda
09	25	250	9	Vilanova de Meià
09	43	168	7	Vilanova de Prades
09	08	303	6	Vilanova de Sau
09	25	251	6	Vilanova de Segrià
09	08	302	0	Vilanova del Camí
09	08	902	4	Vilanova del Vallès
09	43	167	1	Vilanova d'Escornalbou
09	08	307	3	Vilanova i la Geltrú
09	43	169	0	Vilaplana
12	32	089	3	Vilar de Barrio
10	12	134	6	Vilar de Canes
12	32	090	7	Vilar de Santos
12	32	091	4	Vilardevós
10	12	135	9	Vila-real
12	32	092	9	Vilariño de Conso
12	15	091	2	Vilarmaior
09	43	170	4	Vila-rodona
09	17	230	5	Vila-sacra
09	25	252	1	Vila-sana
12	15	090	5	Vilasantar
09	43	171	1	Vila-seca
09	08	214	0	Vilassar de Dalt
09	08	219	1	Vilassar de Mar
09	17	222	9	Vilaür
10	12	136	2	Vilavella, la
09	43	172	6	Vilaverd
01	23	094	8	Vilches
09	43	173	2	Vilella Alta, La
09	43	174	7	Vilella Baixa, La
07	09	423	4	Vileña
08	45	186	9	Villa de Don Fadrique, La
05	38	053	2	Villa de Mazo
01	18	149	4	Villa de Otura
08	02	077	2	Villa de Ves
11	10	207	1	Villa del Campo
13	28	171	8	Villa del Prado
11	10	208	7	Villa del Rey
01	14	066	7	Villa del Río
07	47	195	3	Villabáñez
07	47	196	6	Villabaruz de Campos
07	34	202	7	Villabasta de Valdavia
01	21	073	6	Villablanca
07	24	202	9	Villablino
16	20	075	7	Villabona
07	47	197	2	Villabrágima
07	24	203	5	Villabraz
07	49	238	9	Villabrázaro
16	01	057	1	Villabuena de Álava/Eskuernaga
07	49	239	2	Villabuena del Puente
08	45	185	6	Villacañas
07	47	198	8	Villacarralón
06	39	098	0	Villacarriedo
01	23	095	1	Villacarrillo
07	40	225	2	Villacastín
07	47	199	1	Villacid de Campos
07	34	204	8	Villacidaler
07	42	205	8	Villaciervos
07	47	200	5	Villaco
07	34	205	1	Villaconancio
08	16	242	9	Villaconejos de Trabaque
13	28	170	1	Villaconejos
07	34	206	4	Villada
07	24	205	3	Villadangos del Páramo
07	24	207	2	Villademor de la Vega
07	49	240	6	Villadepera
07	09	427	1	Villadiego
02	50	283	8	Villadoz
07	34	208	6	Villaeles de Valdavia
08	16	243	5	Villaescusa de Haro
07	09	428	7	Villaescusa de Roa
07	09	429	0	Villaescusa la Sombría
06	39	099	3	Villaescusa
07	49	241	3	Villaescusa
07	09	430	4	Villaespasa
07	49	242	8	Villafáfila
02	50	284	3	Villafeliche
07	49	243	4	Villaferrueña
07	05	256	2	Villaflor
07	37	351	2	Villaflores
07	47	203	3	Villafrades de Campos
01	14	067	3	Villafranca de Córdoba
07	47	204	8	Villafranca de Duero
02	50	285	6	Villafranca de Ebro
07	05	257	8	Villafranca de la Sierra
11	06	149	4	Villafranca de los Barros
08	45	187	5	Villafranca de los Caballeros
07	24	209	1	Villafranca del Bierzo
02	44	251	9	Villafranca del Campo
07	09	431	1	Villafranca Montes de Oca
15	31	254	1	Villafranca
07	47	205	1	Villafrechós
07	09	432	6	Villafruela
07	47	206	4	Villafuerte
06	39	100	7	Villafufre
07	09	433	2	Villagalijo
07	47	207	0	Villagarcía de Campos
11	06	150	7	Villagarcía de la Torre
08	16	244	0	Villagarcía del Llano
07	24	210	5	Villagatón
07	49	244	9	Villageriz
07	47	208	6	Villagómez la Nueva
07	37	352	7	Villagonzalo de Tormes
07	09	434	7	Villagonzalo Pedernales
11	06	151	4	Villagonzalo
07	34	210	3	Villahán
01	14	068	9	Villaharta
02	44	252	4	Villahermosa del Campo
10	12	130	3	Villahermosa del Río
08	13	089	3	Villahermosa
07	34	211	0	Villaherreros
07	09	437	9	Villahoz
10	03	139	5	Villajoyosa/Vila Joiosa, la
07	34	213	1	Villalaco
07	47	209	9	Villalán de Campos
07	47	210	3	Villalar de los Comuneros
07	49	245	2	Villalazán
07	09	438	5	Villalba de Duero
07	34	214	6	Villalba de Guardo
07	49	246	5	Villalba de la Lampreana
07	47	211	0	Villalba de la Loma
08	16	245	3	Villalba de la Sierra
07	47	212	5	Villalba de los Alcores
11	06	152	9	Villalba de los Barros
07	37	353	3	Villalba de los Llanos
02	50	286	9	Villalba de Perejil
17	26	166	0	Villalba de Rioja
01	21	074	1	Villalba del Alcor
08	16	246	6	Villalba del Rey
07	47	213	1	Villalbarba
07	09	439	8	Villalbilla de Burgos
07	09	440	2	Villalbilla de Gumiel
13	28	172	3	Villalbilla
07	49	247	1	Villalcampo
07	34	215	9	Villalcázar de Sirga
07	34	216	2	Villalcón
07	09	441	9	Villaldemiro
02	50	287	5	Villalengua
08	02	078	8	Villalgordo del Júcar
08	16	247	2	Villalgordo del Marquesado
07	09	442	4	Villalmanzo
17	26	167	6	Villalobar de Rioja
07	34	217	8	Villalobón
07	49	248	7	Villalobos
07	47	214	6	Villalón de Campos
07	49	249	0	Villalonso
07	49	250	3	Villalpando
08	16	248	8	Villalpardo
07	49	251	0	Villalube
08	45	188	1	Villaluenga de la Sagra
07	34	218	4	Villaluenga de la Vega
01	11	040	7	Villaluenga del Rosario
08	02	079	1	Villamalea
10	12	131	0	Villamalur
07	24	211	2	Villamandos
07	24	901	7	Villamanín
01	41	097	5	Villamanrique de la Condesa
13	28	173	9	Villamanrique de Tajo
08	13	090	7	Villamanrique
13	28	174	4	Villamanta
13	28	175	7	Villamantilla
07	24	212	7	Villamañán
07	34	220	1	Villamartín de Campos
07	24	213	3	Villamartín de Don Sancho
01	11	041	4	Villamartín
08	13	091	4	Villamayor de Calatrava
07	49	252	5	Villamayor de Campos
02	50	903	8	Villamayor de Gállego
07	09	443	0	Villamayor de los Montes
15	31	255	4	Villamayor de Monjardín
08	16	249	1	Villamayor de Santiago
07	09	444	5	Villamayor de Treviño
07	37	354	8	Villamayor
07	09	445	8	Villambistia
17	26	168	2	Villamediana de Iregua
07	34	221	8	Villamediana
07	09	446	1	Villamedianilla
07	24	214	8	Villamejil
01	18	908	1	Villamena
07	34	222	3	Villameriel
11	10	209	0	Villamesías
07	09	447	7	Villamiel de la Sierra
08	45	189	4	Villamiel de Toledo
11	10	210	4	Villamiel
08	45	190	8	Villaminaya
07	24	215	1	Villamol
07	24	216	4	Villamontán de la Valduerna
07	49	255	9	Villamor de los Escuderos
07	24	217	0	Villamoratiel de las Matas
07	34	223	9	Villamoronta
08	45	191	5	Villamuelas
07	34	224	4	Villamuera de la Cueza
07	47	215	9	Villamuriel de Campos
07	34	225	7	Villamuriel de Cerrato
07	47	216	2	Villán de Tordesillas
07	49	256	2	Villanázar
07	09	448	3	Villangómez
02	22	249	2	Villanova
02	22	250	5	Villanúa
07	47	217	8	Villanubla
08	45	192	0	Villanueva de Alcardete
08	19	317	2	Villanueva de Alcorón
01	29	095	7	Villanueva de Algaidas
07	09	449	6	Villanueva de Argaño
08	19	318	8	Villanueva de Argecilla
07	05	905	3	Villanueva de Ávila
07	49	257	8	Villanueva de Azoague
08	45	193	6	Villanueva de Bogas
17	26	169	5	Villanueva de Cameros
07	49	258	4	Villanueva de Campeán
07	09	450	9	Villanueva de Carazo
10	46	257	3	Villanueva de Castellón
01	14	069	2	Villanueva de Córdoba
07	47	218	4	Villanueva de Duero
02	50	288	1	Villanueva de Gállego
07	05	258	4	Villanueva de Gómez
07	42	206	1	Villanueva de Gormaz
08	16	250	4	Villanueva de Guadamejud
07	09	451	6	Villanueva de Gumiel
02	50	290	8	Villanueva de Huerva
02	50	289	4	Villanueva de Jiloca
13	28	176	0	Villanueva de la Cañada
01	29	902	3	Villanueva de la Concepción
07	47	219	7	Villanueva de la Condesa
08	13	092	9	Villanueva de la Fuente
08	16	251	1	Villanueva de la Jara
01	23	096	4	Villanueva de la Reina
11	06	153	5	Villanueva de la Serena
11	10	211	1	Villanueva de la Sierra
08	19	319	1	Villanueva de la Torre
11	10	212	6	Villanueva de la Vera
01	21	075	4	Villanueva de las Cruces
07	24	218	6	Villanueva de las Manzanas
07	49	259	7	Villanueva de las Peras
01	18	187	6	Villanueva de las Torres
07	47	220	1	Villanueva de los Caballeros
01	21	076	7	Villanueva de los Castillejos
07	47	221	8	Villanueva de los Infantes
08	13	093	5	Villanueva de los Infantes
03	33	075	3	Villanueva de Oscos
13	28	178	2	Villanueva de Perales
08	13	094	0	Villanueva de San Carlos
01	41	100	8	Villanueva de San Juan
07	47	222	3	Villanueva de San Mancio
02	22	251	2	Villanueva de Sigena
01	29	098	2	Villanueva de Tapia
07	09	454	2	Villanueva de Teba
10	12	133	1	Villanueva de Viver
07	05	259	7	Villanueva del Aceral
01	41	098	1	Villanueva del Ariscal
01	23	097	0	Villanueva del Arzobispo
07	05	260	1	Villanueva del Campillo
07	49	260	1	Villanueva del Campo
07	37	355	1	Villanueva del Conde
01	14	070	6	Villanueva del Duque
11	06	154	0	Villanueva del Fresno
13	28	177	6	Villanueva del Pardillo
02	44	256	1	Villanueva del Rebollar de la Sierra
07	34	227	6	Villanueva del Rebollar
01	14	071	3	Villanueva del Rey
14	30	042	8	Villanueva del Río Segura
01	41	099	4	Villanueva del Río y Minas
01	29	096	0	Villanueva del Rosario
01	29	097	6	Villanueva del Trabuco
01	18	188	2	Villanueva Mesía
07	34	228	2	Villanuño de Valdavia
07	24	219	9	Villaobispo de Otero
07	24	902	2	Villaornate y Castro
08	02	080	5	Villapalacios
07	34	229	5	Villaprovedo
07	24	221	0	Villaquejida
07	24	222	5	Villaquilambre
07	09	455	5	Villaquirán de la Puebla
07	09	456	8	Villaquirán de los Infantes
07	37	356	4	Villar de Argañán
17	26	170	9	Villar de Arnedo, El
08	16	253	2	Villar de Cañas
07	37	357	0	Villar de Ciervo
07	05	261	8	Villar de Corneja
08	16	254	7	Villar de Domingo García
07	49	263	9	Villar de Fallaves
07	37	358	6	Villar de Gallimazo
08	16	255	0	Villar de la Encina
07	37	359	9	Villar de la Yegua
02	50	291	5	Villar de los Navarros
08	16	263	0	Villar de Olalla
07	37	360	3	Villar de Peralonso
11	10	214	7	Villar de Plasencia
11	06	156	6	Villar de Rena
07	37	361	0	Villar de Samaniego
17	26	171	6	Villar de Torre
07	42	207	7	Villar del Ala
10	46	258	9	Villar del Arzobispo
07	49	264	4	Villar del Buey
07	42	208	3	Villar del Campo
02	44	257	7	Villar del Cobo
08	16	258	5	Villar del Humo
08	16	259	8	Villar del Infantado
13	28	179	5	Villar del Olmo
11	10	213	2	Villar del Pedroso
08	13	095	3	Villar del Pozo
11	06	155	3	Villar del Rey
07	42	209	6	Villar del Río
02	44	258	3	Villar del Salz
08	16	910	6	Villar y Velasco
07	49	261	8	Villaralbo
01	14	072	8	Villaralto
07	09	903	3	Villarcayo de Merindad de Castilla la Vieja
07	49	262	3	Villardeciervos
07	47	223	9	Villardefrades
07	49	265	7	Villardiegua de la Ribera
07	49	266	0	Villárdiga
01	23	098	6	Villardompardo
07	49	267	6	Villardondiego
08	16	264	5	Villarejo de Fuentes
08	16	265	8	Villarejo de la Peñuela
08	45	194	1	Villarejo de Montalbán
07	24	223	1	Villarejo de Órbigo
13	28	180	9	Villarejo de Salvanés
07	05	262	3	Villarejo del Valle
17	26	172	1	Villarejo
08	16	266	1	Villarejo-Periesteban
08	19	321	2	Villares de Jadraque
07	37	362	5	Villares de la Reina
07	24	224	6	Villares de Órbigo
07	42	211	7	Villares de Soria, Los
07	37	363	1	Villares de Yeltes
08	16	269	6	Villares del Saz
01	23	099	9	Villares, Los
10	46	259	2	Villargordo del Cabriel
07	09	458	0	Villariezo
07	37	364	6	Villarino de los Aires
02	44	260	0	Villarluengo
07	37	365	9	Villarmayor
07	34	230	9	Villarmentero de Campos
07	47	224	4	Villarmentero de Esgueva
07	37	366	2	Villarmuerto
02	44	261	7	Villarquemado
07	34	231	6	Villarrabé
07	34	232	1	Villarramiel
01	21	077	3	Villarrasa
02	50	292	0	Villarreal de Huerva
07	49	268	2	Villarrín de Campos
08	02	081	2	Villarrobledo
01	23	101	0	Villarrodrigo
02	50	293	6	Villarroya de la Sierra
02	44	262	2	Villarroya de los Pinares
02	50	294	1	Villarroya del Campo
17	26	173	7	Villarroya
08	13	096	6	Villarrubia de los Ojos
08	45	195	4	Villarrubia de Santiago
08	16	270	0	Villarrubio
11	06	157	2	Villarta de los Montes
08	13	097	2	Villarta de San Juan
